pathway	external_id	source	hgnc_symbol_ids
VEGFR3 signaling in lymphatic endothelium	lymphangiogenesis_pathway	PID	"ITGA1,ITGA2,ITGA4,ITGA5,MAPK14,AKT1,MAPK11,MAP2K4,CRK,FLT4,PIK3CA,MAPK3,MAPK1,PIK3R1,ITGB1,SHC1,CREB1,VEGFD,VEGFC,RPS6KA1,FN1,SOS1,GRB2,COL1A2,COL1A1"
Oligomerization of connexins into connexons	R-HSA-190704	Reactome	"GJB1,GJA1,GJB2"
glycine/serine biosynthesis	GLYSYN-PWY	HumanCyc	"SHMT2,SHMT1,MIR6778"
serine biosynthesis (phosphorylated route)	SERSYN-PWY	HumanCyc	"PSAT1,VPS29,PHGDH,PSPH"
Reactions specific to the complex N-glycan synthesis pathway	R-HSA-975578	Reactome	"CHST10,LHB,CGA,MAN2A2,MAN2A1,CHST8,MGAT2,FUT3,FUCA1,FUT8"
&gamma;-linolenate biosynthesis	PWY-6000	HumanCyc	"ACSL5,ACSL6,ACSM1,ACSL3,ACSM3,ACSL1,ACSM5,ACSM4,ACSL4,ACSM6,ACSBG1,ACSBG2,FADS2,SLC27A2"
NOTCH2 intracellular domain regulates transcription	R-HSA-2197563	Reactome	"MAML2,MAML3,GZMB,FCER2,RBPJ,MAML1,NOTCH2,MIR1281,MAMLD1,CREB1,HES1,EP300,HES5"
Synthesis and processing of ENV and VPU	R-HSA-171286	Reactome	FURIN
Assembly Of The HIV Virion	R-HSA-175474	Reactome	"TSG101,VPS37D,VPS28,RPS27A,VPS37C,VPS37B,VPS37A,PPIAP22,UBA52,NMT2,UBB,UBC,PPIA,FURIN"
RNA Pol II CTD phosphorylation and interaction with CE	R-HSA-77075	Reactome	"ERCC2,ERCC3,RNGTT,SUPT5H,RNMT,GTF2H3,GTF2H2,GTF2H1,GTF2H5,GTF2H4,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,MNAT1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,GTF2F2,CDK7,CCNH"
creatine-phosphate biosynthesis	PWY-6158	HumanCyc	"CKM,CKMT2,CKMT1A,CKMT1B,CKB"
Signaling by NOTCH3	R-HSA-1980148	Reactome	"APH1B,APH1A,JAG1,PSEN2,NCSTN,ADAM10,DLL1,DLL4,JAG2,PSENEN,NOTCH3"
Energy dependent regulation of mTOR by LKB1-AMPK	R-HSA-380972	Reactome	"PRKAG1,PRKAG3,CAB39,PRKAA2,PRKAA1,RRAGA,TSC2,TSC1,RPTOR,PPM1A,PRKAB1,RRAGD,STK11,PRKAB2,RRAGC,RRAGB,PRKAG2,MTOR,MLST8,CAB39L,STRADA,STRADB,LAMTOR4,LAMTOR5,RHEB,LAMTOR1,LAMTOR2,LAMTOR3"
mTOR signalling	R-HSA-165159	Reactome	"EEF2K,PRKAG1,PRKAG3,CAB39,PRKAA2,PRKAA1,STK11,RPS6,AKT2,PRKAB2,TSC2,TSC1,RPTOR,PPM1A,PRKAB1,RPS6KB1,AKT1S1,YWHAB,RRAGD,PRKAG2,RRAGA,RRAGC,RRAGB,MTOR,EIF4E,MLST8,EIF4B,CAB39L,AKT1,EIF4G1,STRADA,EIF4EBP1,LAMTOR2,LAMTOR4,LAMTOR5,RHEB,LAMTOR1,STRADB,LAMTOR3"
PKB-mediated events	R-HSA-109703	Reactome	"EEF2K,PRKAG1,PRKAG3,CAB39,PRKAA2,PRKAA1,STK11,RPS6,AKT2,PRKAB2,TSC2,TSC1,RPTOR,PPM1A,PRKAB1,RPS6KB1,PDE3B,AKT1S1,YWHAB,RRAGD,PRKAG2,RRAGA,RRAGC,RRAGB,MTOR,EIF4E,MLST8,EIF4B,CAB39L,AKT1,EIF4G1,STRADA,EIF4EBP1,LAMTOR2,LAMTOR4,LAMTOR5,RHEB,LAMTOR1,STRADB,LAMTOR3"
PI3K Cascade	R-HSA-109704	Reactome	"FRS2,EEF2K,PRKAG1,PRKAG3,STK11,PRKAA2,PRKAA1,GAB1,FGF3,RPS6,AKT2,PIK3R4,TRIB3,PRKAB2,TSC2,FGF5,TSC1,RPTOR,THEM4,EIF4G1,PPM1A,PIK3CA,PIK3CB,PRKAB1,RPS6KB1,FGF19,FGF8,PDE3B,EIF4B,PIK3C3,AKT1S1,PIK3R2,PIK3R1,YWHAB,FGF18,FGF10,FGF17,FGF16,STRADA,RRAGD,CAB39,RRAGA,KLB,RRAGB,FGF7,PRKAG2,LAMTOR4,FGF23,MTOR,FGF9,PDPK1,EIF4E,FGF6,FGFR4,MLST8,FGFR2,FGFR3,FGF1,FGFR1,CAB39L,FGF2,TLR9,AKT1,PTPN11,IRS1,IRS2,KL,LAMTOR2,GRB2,EIF4EBP1,STRADB,RRAGC,LAMTOR5,FGF4,RHEB,FGF22,LAMTOR1,FGF20,LAMTOR3"
Signaling by NOTCH4	R-HSA-1980150	Reactome	"APH1B,APH1A,NOTCH4,PSEN2,NCSTN,ADAM10,DLL1,DLL4,JAG2,PSENEN,JAG1"
Signaling by NOTCH	R-HSA-157118	Reactome	"MOV10,POGLUT1,TNRC6C,TNRC6B,TNRC6A,HDAC5,FURIN,RBPJ,MIB1,MIB2,HDAC9,TLE2,MYC,CUL1,CREB1,RFNG,FCER2,CCND1,MIR1281,UBA52,HES5,UBB,CCNC,HDAC11,RBX1,ARRB2,RPS27A,KAT2B,KAT2A,NCSTN,MIR1825,PSENEN,MAML2,MAML3,MAML1,MAMLD1,B4GALT1,APH1B,UBC,APH1A,HDAC10,DNER,TP53,GZMB,AGO4,MIR34C,AGO1,TFDP2,TFDP1,AGO2,HDAC1,HDAC3,HDAC2,MFNG,HDAC4,HDAC7,HDAC6,TLE3,HDAC8,TLE1,MIR34B,TLE4,DLK1,ARRB1,NCOR2,NCOR1,POFUT1,NEURL1B,MDK,HEYL,DTX2,SKP1,PSEN2,NEURL1,LFNG,FBXW7,DLL1,DLL4,HIF1A,TBL1X,EP300,HEY2,HEY1,TBL1XR1,CNTN1,CDK8,DTX4,DTX1,ITCH,ADAM10,ADAM17,CREBBP,JAG2,JAG1,ST3GAL3,ST3GAL6,ST3GAL4,NUMB,HES1,SNW1,E2F3,E2F1,NOTCH4,NOTCH1,NOTCH2,NOTCH3,AGO3"
N-glycan antennae elongation in the medial/trans-Golgi	R-HSA-975576	Reactome	"ST6GAL1,CGA,B4GALT1,FUT3,B4GALT3,B4GALT2,B4GALT5,B4GALT4,B4GALT6,LHB,ST3GAL4,MAN2A2,MAN2A1,CHST8,MGAT2,MGAT3,MGAT5,CHST10,ST8SIA6,ST8SIA3,ST8SIA2,MGAT4A,MGAT4C,MGAT4B,FUCA1,FUT8"
Interferon Signaling	R-HSA-913531	Reactome	"PTPN11,UBE2E1,SUMO1,MX2,MX1,UBE2L6,PLCG1,IFNAR1,IFNGR1,IFNGR2,TYK2,USP18,IFIT1,MIR3614,DDX58,STAT2,STAT1,NEDD4,MIR630,IFNB1,MAPK3,IFNA21,ISG15,JAK1,IRF9,JAK2,IFNA10,IFNA17,IFNA16,IFNA14,MIR1248,ARIH1,CAMK2D,TRIM25,CAMK2G,IFNAR2,CAMK2A,CAMK2B,PRKCD,IFNA13,UBA7,EIF4E2,HERC5,EIF4E,PTPN2,PTPN1,PTPN6,PPM1B,IRF3,IFNG,EIF4E3,IFNA8,SOCS1,SOCS3,UBE2N,EIF4G3,IFNA2,EIF4G1,EIF2AK2,IFNA7,IFNA6,IFNA5,IFNA4,PIAS1,MIR5193,EIF4G2,FLNB,EIF4A1,IFNA1,EIF4A3,EIF4A2"
urea cycle	PWY-4984	HumanCyc	"ARG1,ARG2,OTC,ASS1,CPS1,ASL"
UDP-D-xylose and UDP-D-glucuronate biosynthesis	PWY-4821	HumanCyc	"UGDH,UXS1"
SOS-mediated signalling	R-HSA-112412	Reactome	"NRAS,SPTB,SPRED1,SPRED2,SPRED3,ARAF,RAPGEF2,RASAL1,RASAL3,TLN1,EGF,GDNF,PEBP1,CALM2,CALM3,CALM1,GRIN1,FGFR1,FGA,FGB,CUL3,ERBB2,ERBB3,SHC1,SHC2,SHC3,CAMK2D,CAMK2G,CAMK2A,CAMK2B,NRG1,RAP1A,KITLG,FGFR2,FGFR3,KRAS,SOS1,FN1,PPP2CA,PHB,PPP2CB,AKAP9,CSF2,KIT,GFRA4,UBA52,GRB2,GFRA1,GFRA3,GFRA2,LAT,RBX1,CSF2RB,RASGRP3,CSF2RA,APBB1IP,RASGRP4,SPTAN1,HRAS,RPS27A,ITGB3,FRS3,FRS2,DUSP9,KBTBD7,RASAL2,PPP2R5B,JAK2,JAK3,NF1,JAK1,KSR1,KSR2,ANGPT1,NRTN,IL3,FGG,RASGEF1A,UBB,CSK,UBC,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,DLG4,PPP5C,BTC,PPP2R5D,PPP2R5E,VWF,IL17RD,FGF22,PPP2R5A,LAMTOR2,LAMTOR3,PDGFRB,PDGFRA,RAP1B,RET,SPTA1,RASA4,RASGRP1,ARRB2,ARRB1,CNKSR2,RAF1,NCAM1,TEK,MAPK3,ITGA2B,CNKSR1,RASA1,HBEGF,FGF19,MAPK1,RANBP9,DUSP8,MARK3,DUSP5,DUSP4,DUSP7,FGF10,FGF17,FGF16,DUSP2,SRC,IL5RA,PAQR3,DAB2IP,IL3RA,MIR5004,PSPN,IL2RA,IL2RB,DUSP6,RASGRF1,RASGRF2,IL2RG,DUSP1,IRS1,IRS2,KL,MET,IL5,IL2,EREG,ARTN,PPP2R1A,PPP2R1B,PTK2,EGFR,MAP2K2,MAP2K1,WDR83,SPTBN5,SPTBN4,IQGAP1,SPTBN1,ERBB4,MAP3K11,NEFL,FYN,SPTBN2,PEA15,YWHAB,FGF18,NRG3,NRG2,NRG4,BRAF,PDGFA,PDGFB,PTPRA,KLB,VCL,SYNGAP1,HGF,MIR6852,DUSP16,MIR7855,DUSP10,RASA2,RASA3,ACTN2,BRAP,FGF23,GRIN2B,GRIN2C,GRIN2A,FGFR4,FGF20,GRIN2D,PPP2R5C"
IRS-mediated signalling	R-HSA-112399	Reactome	"PRKAG1,NRAS,PRKAG3,SPTB,SPRED1,SPRED2,SPRED3,AKT1,AKT2,ARAF,RAPGEF2,RASAL1,RASAL3,TLN1,EGF,GDNF,EEF2K,PEBP1,CALM2,CALM3,CALM1,PIK3CA,PIK3CB,NF1,PIK3R4,GRIN1,FGFR1,FGA,FGB,CUL3,ERBB2,ERBB3,STK11,SHC1,SHC2,SHC3,CAMK2D,CAMK2G,CAMK2A,CAMK2B,NRG1,LAMTOR1,RAP1A,FGFR4,PIK3C3,FGFR2,FGFR3,KRAS,CAB39L,SOS1,FN1,RPS6,PPP2CA,PHB,PTPN11,PPP2CB,AKAP9,CSF2,KIT,GFRA4,UBA52,GRB2,GFRA1,PPP2R5B,GFRA3,GFRA2,LAT,RBX1,TLR9,EIF4G1,STRADB,CSF2RB,RASGRP3,CSF2RA,APBB1IP,RASGRP4,RRAGD,SPTAN1,HRAS,RPS27A,ITGB3,FRS3,FRS2,DUSP9,TRIB3,ERBB4,DLG4,KBTBD7,THEM4,KLB,PPM1A,TSC2,ARTN,AKT1S1,JAK2,JAK3,PIK3R1,JAK1,KSR1,KSR2,ANGPT1,NRTN,IL3,FGG,RASGEF1A,PRKAB2,UBB,CSK,PRKAB1,UBC,FGF7,FGF9,FGF8,EIF4E,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,EIF4B,PPP5C,GAB1,STRADA,EIF4EBP1,PRKAG2,BTC,LAMTOR4,PPP2R5E,VWF,IL17RD,FGF22,PPP2R5A,LAMTOR2,LAMTOR3,RASAL2,PDGFRB,PDGFRA,RPS6KB1,RAP1B,RET,SPTA1,RASA4,RASGRP1,ARRB2,DUSP10,ARRB1,CNKSR2,RAF1,NCAM1,TSC1,TEK,MAPK3,ITGA2B,CNKSR1,PDE3B,HBEGF,FGF19,MAPK1,RANBP9,DUSP8,MARK3,DUSP5,DUSP4,DUSP7,FGF10,FGF17,FGF16,DUSP2,SRC,IL5RA,PAQR3,DAB2IP,MTOR,MLST8,MIR5004,PSPN,IL2RA,IL2RB,DUSP6,RASGRF1,RASGRF2,IL2RG,DUSP1,IRS1,IRS2,KL,MET,IL5,IL2,EREG,RHEB,PPP2R1A,PPP2R1B,PTK2,CAB39,EGFR,PRKAA2,PRKAA1,MAP2K2,MAP2K1,WDR83,SPTBN5,SPTBN4,IQGAP1,SPTBN1,RPTOR,PIK3R2,MAP3K11,NEFL,FYN,SPTBN2,PEA15,PDPK1,YWHAB,FGF18,NRG3,NRG2,NRG4,BRAF,PDGFA,PDGFB,RRAGA,GRIN2D,RRAGC,RRAGB,VCL,SYNGAP1,PPP2R5D,LAMTOR5,HGF,MIR6852,DUSP16,MIR7855,RASA1,RASA2,RASA3,ACTN2,BRAP,KITLG,FGF23,GRIN2B,GRIN2C,GRIN2A,FGF20,PTPRA,IL3RA,PPP2R5C"
Insulin receptor signalling cascade	R-HSA-74751	Reactome	"PRKAG1,NRAS,PRKAG3,SPTB,SPRED1,SPRED2,SPRED3,AKT1,AKT2,ARAF,RAPGEF2,RASAL1,RASAL3,TLN1,EGF,GDNF,EEF2K,PEBP1,CALM2,CALM3,CALM1,PIK3CA,PIK3CB,NF1,PIK3R4,GRIN1,FGFR1,FGA,FGB,CUL3,ERBB2,ERBB3,STK11,SHC1,SHC2,SHC3,CAMK2D,CAMK2G,CAMK2A,CAMK2B,NRG1,LAMTOR1,RAP1A,FGFR4,PIK3C3,FGFR2,FGFR3,KRAS,CAB39L,SOS1,FN1,RPS6,PPP2CA,GRB10,PTPN11,PPP2CB,AKAP9,CSF2,KIT,GFRA4,UBA52,GRB2,GFRA1,PPP2R5B,GFRA3,PHB,LAT,RBX1,TLR9,EIF4G1,STRADB,CSF2RB,RASGRP3,CSF2RA,APBB1IP,RASGRP4,RRAGD,SPTAN1,HRAS,RPS27A,ITGB3,FRS3,FRS2,DUSP9,TRIB3,ERBB4,DLG4,KBTBD7,THEM4,KLB,PPM1A,TSC2,ARTN,AKT1S1,JAK2,JAK3,PIK3R1,JAK1,KSR1,KSR2,ANGPT1,NRTN,IL3,FGG,RASGEF1A,PRKAB2,UBB,CSK,PRKAB1,GFRA2,FGF7,FGF9,FGF8,EIF4E,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,EIF4B,PPP5C,GAB1,INS,EIF4EBP1,PRKAG2,BTC,LAMTOR4,PPP2R5E,VWF,IL17RD,FGF22,PPP2R5A,LAMTOR2,LAMTOR3,RASAL2,PDGFRB,PDGFRA,MAP2K1,RPS6KB1,RAP1B,RET,SPTA1,RASA4,RASGRP1,ARRB2,DUSP10,ARRB1,CNKSR2,RAF1,NCAM1,TSC1,TEK,MAPK3,ITGA2B,CNKSR1,PDE3B,HBEGF,FGF19,MAPK1,RANBP9,DUSP8,MARK3,DUSP5,DUSP4,DUSP7,FGF10,FGF17,FGF16,DUSP2,SRC,IL5RA,PAQR3,DAB2IP,MTOR,MLST8,MIR5004,PSPN,IL2RA,IL2RB,DUSP6,RASGRF1,RASGRF2,IL2RG,DUSP1,IRS1,IRS2,KL,MET,IL5,IL2,EREG,RHEB,PPP2R1A,PPP2R1B,PTK2,STRADA,CAB39,EGFR,PRKAA2,PRKAA1,MAP2K2,INSR,WDR83,SPTBN5,SPTBN4,IQGAP1,SPTBN1,RPTOR,PIK3R2,MAP3K11,NEFL,UBC,FYN,SPTBN2,PEA15,PDPK1,YWHAB,FGF18,NRG3,NRG2,NRG4,BRAF,PDGFA,PDGFB,RRAGA,GRIN2D,RRAGC,RRAGB,VCL,SYNGAP1,PPP2R5D,LAMTOR5,HGF,MIR6852,DUSP16,MIR7855,RASA1,RASA2,RASA3,ACTN2,BRAP,KITLG,FGF23,GRIN2B,GRIN2C,GRIN2A,FGF20,PTPRA,IL3RA,PPP2R5C"
PI3K events in ERBB2 signaling	R-HSA-1963642	Reactome	"ERBB2,ERBB3,PIK3R1,ERBB4,PIK3CA,EGFR,GAB1,HBEGF,GRB2,EREG,BTC,NRG1,NRG4,NRG3,NRG2,EGF"
bupropion degradation	PWY66-241	HumanCyc	"CYP2S1,CYP4X1,CYP2B6,CYP2A6,CYP2U1"
HDL-mediated lipid transport	R-HSA-194223	Reactome	"ABCG1,APOE,CETP,BMP1,AMN,CUBN,ZDHHC8,SCARB1,PRKACB,LCAT,A2M,PRKACG,PLTP,APOC2,APOC3,ABCA1,PRKACA,HDLBP,ALB,APOA1"
Budding and maturation of HIV virion	R-HSA-162588	Reactome	"TSG101,CHMP4A,CHMP4B,RPS27A,VPS37B,CHMP2B,CHMP2A,CHMP3,CHMP7,CHMP6,CHMP5,VPS28,VPS37D,VPS37C,PPIAP22,VPS37A,RNF103-CHMP3,VTA1,CHMP4C,VPS4A,VPS4B,PDCD6IP,NEDD4L,UBA52,UBB,UBC,PPIA"
Late Phase of HIV Life Cycle	R-HSA-162599	Reactome	"AAAS,NCBP1,NCBP2,NELFB,NELFA,PPIAP22,CHMP2B,CHMP2A,CCNT1,MIR943,CCNT2,FURIN,RAN,SUPT5H,NDC1,TAF4B,NUP214,NUP210,MIR3960,NUP98,NUP93,RANGAP1,RAE1,NUPL2,NELFE,GTF2F1,VPS4A,GTF2F2,UBA52,UBB,UBC,CCNH,NUP205,CCNK,TSG101,SEH1L,RPS27A,NUP85,RNGTT,XPO1,GTF2E1,GTF2E2,MIR2861,VPS37D,VPS37C,VPS37B,VPS37A,GTF2B,GTF2H3,RNF103-CHMP3,VTA1,NUP160,POM121,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,ELOA2,POLR2C,POLR2B,POLR2L,GTF2H4,POLR2I,POLR2H,POLR2K,POLR2J,TAF7,TAF6,TAF5,TAF4,TAF3,TAF2,TAF1,TBP,TAF9,NUP153,NUP155,NUP88,NUP133,MIR1257,CTDP1,TAF13,TAF12,TAF11,TAF10,ELOB,ELOC,ELOA,CHMP3,CHMP7,CHMP6,CHMP5,NUP62,RANBP1,CHMP4B,RANBP2,ERCC3,ELL,NUP107,NMT2,TCEA1,SUPT4H1,VPS4B,MNAT1,NUP50,NELFCD,NUP54,NUP58,NMT1,TAF1L,CDK7,TAF9B,PPIA,SSRP1,CHMP4A,ERCC2,CHMP4C,CDK9,GTF2A1,GTF2A2,MIR1236,ELOA3B,ELOA3D,TCEA1P2,VPS28,NUP43,NUP188,RNMT,SUPT16H,GTF2H2,GTF2H1,GTF2H5,ELOA3,RCC1,TAF7L,NUP35,PDCD6IP,NUP37,NEDD4L,TPR"
HIV Life Cycle	R-HSA-162587	Reactome	"AAAS,NCBP1,NCBP2,NELFB,NELFA,PPIAP22,CHMP2B,CHMP2A,CCNT1,MIR943,CCNT2,FURIN,RAN,SUPT5H,NDC1,LIG4,TAF4B,LIG1,NUP214,NUP210,MIR3960,NUP98,NUP93,RANGAP1,RAE1,NUPL2,NELFE,TAF13,GTF2F1,GTF2F2,SUPT4H1,KPNA1,UBC,CCNH,NUP205,CCNK,TSG101,SEH1L,RPS27A,NUP85,FEN1,RNGTT,XRCC5,XRCC4,XRCC6,XPO1,GTF2E1,GTF2E2,MIR2861,VPS37D,VPS37C,VPS37B,VPS37A,GTF2B,GTF2H3,UBA52,RNF103-CHMP3,VTA1,NUP160,POM121,UBB,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,ELOA2,POLR2C,POLR2B,POLR2L,GTF2H4,POLR2I,POLR2H,POLR2K,POLR2J,TAF7,TAF6,TAF5,TAF4,TAF3,TAF2,TAF1,TBP,TAF9,NUP153,NUP155,NUP88,NUP133,MIR1257,CTDP1,CD4,TAF12,TAF11,TAF10,ELOB,CCR5,ELOA,CHMP3,CHMP7,CHMP6,CHMP5,NUP62,RANBP1,CHMP4B,RANBP2,ERCC3,ELL,NUP107,TPR,TCEA1,VPS4A,VPS4B,PSIP1,MNAT1,NUP50,NELFCD,NUP54,NUP58,NMT1,TAF1L,BANF1,CDK7,TAF9B,PPIA,SSRP1,CHMP4A,ERCC2,CHMP4C,CDK9,GTF2A1,GTF2A2,MIR1236,ELOA3B,ELOA3D,TCEA1P2,VPS28,NUP43,NUP188,CXCR4,RNMT,SUPT16H,GTF2H2,GTF2H1,GTF2H5,ELOA3,ELOC,HMGA1,RCC1,TAF7L,NUP35,PDCD6IP,NUP37,NEDD4L,NMT2"
Interactions of Vpr with host cellular proteins	R-HSA-176033	Reactome	"NUP88,AAAS,NUP133,NUP85,NUP62,SEH1L,NUP107,NDC1,NUP43,NUP188,NUP214,NUP210,RANBP2,POM121,NUP155,NUP98,NUP160,NUP93,SLC25A6,SLC25A5,SLC25A4,RAE1,NUPL2,HMGA1,NUP50,PSIP1,NUP54,NUP58,NUP35,NUP37,NUP153,BANF1,KPNA1,NUP205,TPR"
Type II Na+/Pi cotransporters	R-HSA-427589	Reactome	"SLC34A1,SLC34A3,SLC34A2"
Insulin receptor recycling	R-HSA-77387	Reactome	"ATP6V1D,ATP6V1F,ATP6V1A,ATP6V1H,INSR,ATP6V1C2,MIR5010,ATP6V1B2,TCIRG1,ATP6AP1,ATP6V0D2,ATP6V0D1,ATP6V1G2,ATP6V0B,ATP6V0C,ATP6V0A2,ATP6V1E2,ATP6V1B1,ATP6V0E2,ATP6V1E1,INS,ATP6V0A4,ATP6V1G3,ATP6V0A1,ATP6V1G1,ATP6V0E1,ATP6V1C1"
Signaling by Insulin receptor	R-HSA-74752	Reactome	"ATP6V1G2,PRKAG1,NRAS,PRKAG3,SPTB,SPRED1,SPRED2,SPRED3,AKT1,AKT2,ARAF,RAPGEF2,RASAL1,RASAL3,TLN1,EGF,GDNF,EEF2K,PEBP1,MLST8,CALM2,CALM3,CALM1,PIK3CA,PIK3CB,ATP6AP1,IL2RA,FGFR3,NF1,PIK3R4,BTC,ATP6V0D2,GRIN1,FGFR1,FGA,FGB,CUL3,ERBB2,ERBB3,STK11,SHC1,SHC2,SHC3,CAMK2D,CAMK2G,CAMK2A,CAMK2B,NRG1,LAMTOR1,RAP1A,ATP6V1B1,FGFR4,PIK3C3,FGFR2,NRG3,KRAS,CAB39L,SOS1,FN1,RPS6,PPP2CA,GRB10,PTPN11,PPP2CB,AKAP9,CSF2,KIT,GFRA4,UBA52,GRB2,GFRA1,PPP2R5B,GFRA3,UBC,LAT,RBX1,TLR9,EIF4G1,STRADB,CSF2RB,ATP6V1D,CSF2RA,APBB1IP,RASGRP4,PDGFA,SPTAN1,HRAS,RPS27A,ITGB3,FRS3,FRS2,DUSP9,TRIB3,ATP6V1E2,ERBB4,DLG4,KBTBD7,CNKSR2,THEM4,KLB,PPM1A,TSC2,ARTN,AKT1S1,JAK2,JAK3,PIK3R1,JAK1,KSR1,KSR2,ANGPT1,NRTN,IL3,FGG,RASGEF1A,PRKAB2,UBB,CSK,PRKAB1,GFRA2,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,EIF4B,PPP5C,INS,TCIRG1,EIF4EBP1,PRKAG2,ATP6V0A2,LAMTOR4,PPP2R5E,VWF,IL17RD,FGF22,PPP2R5A,LAMTOR2,LAMTOR3,RASAL2,PDGFRB,PDGFRA,MAP2K1,PPP2R1A,RPS6KB1,RAP1B,RET,SPTA1,RASA4,RASGRP1,ARRB2,DUSP10,ARRB1,ATP6V1A,MIR5010,RAF1,NCAM1,TSC1,TEK,ATP6V1F,MAPK3,ITGA2B,CNKSR1,PDE3B,HBEGF,FGF19,MAPK1,RANBP9,DUSP8,MARK3,DUSP5,DUSP4,DUSP7,FGF10,FGF17,FGF16,DUSP2,ATP6V0B,SRC,ATP6V0E1,ATP6V1G3,IL5RA,PAQR3,DAB2IP,ATP6V1H,MTOR,GAB1,MIR5004,ATP6V0D1,PSPN,ATP6V0E2,IL2RB,DUSP6,RASGRF1,RASGRF2,IL2RG,DUSP1,ATP6V1E1,IRS1,IRS2,KL,MET,IL5,IL2,EREG,EIF4E,RHEB,ATP6V1G1,PPP2R1B,PTK2,STRADA,ATP6V0C,CAB39,EGFR,PRKAA2,PRKAA1,MAP2K2,INSR,WDR83,SPTBN5,SPTBN4,IQGAP1,SPTBN1,RPTOR,ATP6V0A4,PIK3R2,MAP3K11,RASGRP3,NEFL,FYN,SPTBN2,PEA15,PDPK1,YWHAB,FGF18,ATP6V1B2,NRG2,NRG4,ATP6V0A1,BRAF,PDGFB,RRAGA,GRIN2D,RRAGC,RRAGB,VCL,SYNGAP1,PPP2R5D,LAMTOR5,HGF,MIR6852,DUSP16,MIR7855,RASA1,RASA2,RASA3,ACTN2,BRAP,KITLG,IL3RA,RRAGD,FGF23,GRIN2B,GRIN2C,GRIN2A,FGF20,PTPRA,PHB,ATP6V1C2,ATP6V1C1,PPP2R5C"
Interactions of Tat with host cellular proteins	R-HSA-176034	Reactome	"CCNT1,CDK9,MIR2861,MIR3960"
Host Interactions of HIV factors	R-HSA-162909	Reactome	"AAAS,AP1M2,AP1M1,B2M,CCNT1,RARA,RAN,NDC1,NUP214,CUL5,NUP210,MIR3960,CD28,NUP98,NUP93,SLC25A6,SLC25A5,SLC25A4,ATP6V1H,TPR,NUPL2,UBA52,KPNA1,UBC,RBX1,ELMO1,NUP205,NUP88,NUP58,SEH1L,DOCK2,HLA-A,RPS27A,NUP85,AP2B1,XPO1,AP2S1,MIR2861,PPIAP22,POM121,UBB,HCK,PSIP1,AP1G1,NUP153,PAK2,NUP155,LCK,NUP133,CD4,ELOB,ELOC,NUP62,SKP1,ARF1,AP2M1,RANBP1,RANBP2,MIR3620,NUP107,HMGA1,CD8B,NUP50,ALK,NUP54,APOBEC3G,APOBEC3F,BANF1,CDK9,PPIA,CD247,AP1S1,AP1S2,AP1S3,FYN,NUP43,NUP188,AP1B1,RAC1,NUP160,KPNB1,RANGAP1,AP2A1,AP2A2,NPM1,PACS1,RCC1,BTRC,NUP35,NUP37,RAE1"
